condition_concept_id,concept_name,occurrences,frequency
46273652,Secondary malignant neoplasm of left lung,21,0.011400651465798045
434875,Secondary malignant neoplasm of mediastinum,10,0.0054288816503800215
198371,Secondary malignant neoplasm of small intestine,17,0.009229098805646038
4158910,Secondary malignant neoplasm of unknown site,29,0.015743756786102063
37018875,Malignant neuroendocrine tumor,16,0.008686210640608035
440058,Malignant lymphoma of extranodal AND/OR solid organ site,22,0.011943539630836048
4300704,Diffuse large B-cell lymphoma (nodal/systemic with skin involvement),25,0.013572204125950055
438698,"Malignant lymphoma of lymph nodes of head, face AND/OR neck",15,0.008143322475570033
200349,Malignant lymphoma of intra-abdominal lymph nodes,12,0.006514657980456026
434592,B-cell lymphoma (clinical),14,0.00760043431053203
4038838,Non-Hodgkin's lymphoma (clinical),23,0.01248642779587405
4082311,B-cell chronic lymphocytic leukemia,10,0.0054288816503800215
135496,Acute leukemia in remission,11,0.005971769815418024
138708,Acute leukemia,11,0.005971769815418024
442108,Benign neoplasm of cecum,17,0.009229098805646038
442111,Benign neoplasm of ascending colon,27,0.014657980456026058
444444,Benign neoplasm of transverse colon,23,0.01248642779587405
442104,Benign neoplasm of descending colon,21,0.011400651465798045
4112852,Benign lipomatous tumor,11,0.005971769815418024
4033837,Melanocytic nevus of trunk,11,0.005971769815418024
4271013,Melanocytic nevus,84,0.04560260586319218
192854,Intramural leiomyoma of uterus,21,0.011400651465798045
4003171,Benign neoplasm of meninges,10,0.0054288816503800215
4242816,Benign neoplasm of pituitary gland,17,0.009229098805646038
4252861,Benign neoplasm of autonomic nerve,10,0.0054288816503800215
438990,Benign neuroendocrine tumor,15,0.008143322475570033
4002359,Monoclonal gammopathy (clinical),21,0.011400651465798045
4028253,Neoplasm of digestive system,26,0.014115092290988056
4313365,Neoplasm of uncertain behavior of brain,14,0.00760043431053203
37119138,Iron deficiency anemia due to blood loss,66,0.035830618892508145
432588,Megaloblastic anemia due to vitamin B-12 deficiency,15,0.008143322475570033
4280354,Nutritional anemia,35,0.019001085776330078
441264,Primary thrombocytopenia,17,0.009229098805646038
35624757,Neutropenia due to and following chemotherapy,22,0.011943539630836048
435775,Genetic anomaly of leukocyte,13,0.007057546145494028
4281826,Lymphocytosis,23,0.01248642779587405
434910,Monocytosis,11,0.005971769815418024
4044745,Splenic infarction,13,0.007057546145494028
435790,Secondary polycythemia,13,0.007057546145494028
201265,Disorder of spleen,21,0.011400651465798045
141825,Simple goiter,12,0.006514657980456026
138717,Toxic diffuse goiter,13,0.007057546145494028
138387,Thyrotoxicosis,18,0.009771986970684038
4032787,Hyperosmolarity,21,0.011400651465798045
442793,Complication due to diabetes mellitus,95,0.05157437567861021
443731,Renal disorder due to type 2 diabetes mellitus,37,0.02008686210640608
43531578,Chronic kidney disease due to type 2 diabetes mellitus,113,0.061346362649294245
443733,Disorder of eye due to type 2 diabetes mellitus,20,0.010857763300760043
43530685,Proliferative retinopathy due to type 2 diabetes mellitus,10,0.0054288816503800215
376065,Disorder of nervous system due to type 2 diabetes mellitus,16,0.008686210640608035
37017432,Polyneuropathy due to type 2 diabetes mellitus,27,0.014657980456026058
37016768,Autonomic neuropathy due to type 2 diabetes mellitus,13,0.007057546145494028
443729,Peripheral circulatory disorder due to type 2 diabetes mellitus,36,0.019543973941368076
43530690,Foot ulcer due to type 2 diabetes mellitus,13,0.007057546145494028
45757363,Hypoglycemia due to type 2 diabetes mellitus,25,0.013572204125950055
133729,Hyperparathyroidism,26,0.014115092290988056
40443308,Polycystic ovary syndrome,14,0.00760043431053203
31821,Disorder of endocrine system,12,0.006514657980456026
4146209,Iron deficiency,20,0.010857763300760043
4100857,Extreme obesity with alveolar hypoventilation,16,0.008686210640608035
435516,Lipoprotein deficiency disorder,13,0.007057546145494028
443539,Injury due to motor vehicle accident,15,0.008143322475570033
441536,Mixed acid-base balance disorder,31,0.016829533116178068
137820,Postoperative hypothyroidism,34,0.018458197611292075
440303,Postoperative seroma,10,0.0054288816503800215
438028,Poisoning by drug AND/OR medicinal substance,50,0.02714440825190011
374888,Dementia associated with another disease,21,0.011400651465798045
43530666,Dementia with behavioral disturbance,10,0.0054288816503800215
381537,Organic anxiety disorder,27,0.014657980456026058
439005,Chronic alcoholism in remission,13,0.007057546145494028
375519,Alcohol withdrawal syndrome,17,0.009229098805646038
36714559,Disorder caused by alcohol,13,0.007057546145494028
4032799,Opioid-induced organic mental disorder,17,0.009229098805646038
434327,Cannabis abuse,21,0.011400651465798045
4209423,Nicotine dependence,99,0.05374592833876222
4239381,Psychoactive substance abuse,11,0.005971769815418024
4049623,"Moderate major depression, single episode",10,0.0054288816503800215
4228802,Mild recurrent major depression,13,0.007057546145494028
4077577,Moderate recurrent major depression,20,0.010857763300760043
444100,Mood disorder,19,0.01031487513572204
442306,Adjustment disorder with depressed mood,34,0.018458197611292075
435784,Somatoform disorder,18,0.009771986970684038
4215402,Primary insomnia,11,0.005971769815418024
4138617,Psychophysiologic insomnia,20,0.010857763300760043
374905,Non-organic sleep disorder,14,0.00760043431053203
438409,Attention deficit hyperactivity disorder,17,0.009229098805646038
443782,Tremor,45,0.024429967426710098
378419,Alzheimer's disease,11,0.005971769815418024
439795,Minimal cognitive impairment,20,0.010857763300760043
43530652,Chronic intractable migraine without aura,11,0.005971769815418024
46270383,Headache caused by drug,10,0.0054288816503800215
375527,Headache disorder,18,0.009771986970684038
435786,Disorder of sleep-wake cycle,18,0.009771986970684038
435524,Sleep disorder,45,0.024429967426710098
379801,Trigeminal neuralgia,11,0.005971769815418024
372888,Sciatic nerve lesion,12,0.006514657980456026
4134455,Mononeuropathy,22,0.011943539630836048
381551,Polyneuropathy due to drug,28,0.01520086862106406
4174262,Polyneuropathy,97,0.05266015200868621
40482237,Hemiplegia of dominant side,10,0.0054288816503800215
40480429,Hemiplegia of nondominant side,14,0.00760043431053203
4150125,Persistent pain following procedure,179,0.09717698154180239
440385,Obstructive hydrocephalus,10,0.0054288816503800215
373764,Toxic encephalopathy,24,0.013029315960912053
377845,Anoxic encephalopathy,10,0.0054288816503800215
4046448,Cerebrospinal fluid leak,11,0.005971769815418024
376106,Disorder of the central nervous system,23,0.01248642779587405
140708,Myelopathy due to another disorder,10,0.0054288816503800215
36713126,Blepharitis of left eyelid,17,0.009229098805646038
374044,Ptosis of eyelid,26,0.014115092290988056
379019,Conjunctivitis,13,0.007057546145494028
376124,Pinguecula,12,0.006514657980456026
432895,Cortical senile cataract,17,0.009229098805646038
376400,Combined form of senile cataract,11,0.005971769815418024
3663197,Glaucoma suspect,27,0.014657980456026058
381290,Ocular hypertension,14,0.00760043431053203
316127,Vitreous opacities,28,0.01520086862106406
4023310,Blindness AND/OR vision impairment level,25,0.013572204125950055
373499,Disorder of eye region,19,0.01031487513572204
372324,Eustachian tube disorder,22,0.011943539630836048
81878,Benign paroxysmal positional vertigo,22,0.011943539630836048
4110815,"Sensorineural hearing loss, bilateral",51,0.02768729641693811
436421,"Mixed conductive and sensorineural hearing loss, bilateral",10,0.0054288816503800215
379832,Mixed conductive AND sensorineural hearing loss,21,0.011400651465798045
43021779,Hearing loss of left ear,12,0.006514657980456026
374367,Bilateral hearing loss,24,0.013029315960912053
377575,Tinnitus,41,0.02225841476655809
45763549,Bilateral tinnitus,27,0.014657980456026058
4222174,Rheumatic disease of mitral valve,19,0.01031487513572204
435829,Rheumatic disease of heart valve,64,0.03474484256243214
4108235,"Combined disorders of mitral, aortic and tricuspid valves",23,0.01248642779587405
4108234,Multiple valve disease,25,0.013572204125950055
444101,Hypertensive heart failure,93,0.050488599348534204
319034,Hypertensive heart disease without congestive heart failure,25,0.013572204125950055
443919,Hypertensive renal failure,39,0.021172638436482084
439696,Hypertensive heart and renal disease with (congestive) heart failure,89,0.048317046688382194
44784621,Hypertensive heart and chronic kidney disease,30,0.016286644951140065
40481896,Hypertensive urgency,14,0.00760043431053203
4296653,Acute ST segment elevation myocardial infarction,48,0.026058631921824105
4270024,Acute non-ST segment elevation myocardial infarction,74,0.04017372421281216
319844,Acute ischemic heart disease,38,0.02062975027144408
36712982,Unstable angina co-occurrent and due to coronary arteriosclerosis,18,0.009771986970684038
36712983,Angina co-occurrent and due to coronary arteriosclerosis,50,0.02714440825190011
4110961,Generalized ischemic myocardial dysfunction,36,0.019543973941368076
443563,Arteriosclerosis of coronary artery bypass graft,21,0.011400651465798045
36712779,Chronic total occlusion of coronary artery,20,0.010857763300760043
312927,Acute cor pulmonale,10,0.0054288816503800215
4322024,Pulmonary hypertension,71,0.03854505971769816
43020910,Pulmonary hypertension due to left heart disease,13,0.007057546145494028
44782732,Chronic pulmonary embolism,18,0.009771986970684038
320116,Acute pericarditis,10,0.0054288816503800215
4108814,Pericardial effusion - noninflammatory,63,0.03420195439739414
45766207,Non-rheumatic mitral valve stenosis with regurgitation,73,0.039630836047774155
4252872,Mitral valve prolapse,20,0.010857763300760043
45769461,Non-rheumatic mitral valve disease,31,0.016829533116178068
4111409,"Aortic incompetence, non-rheumatic",32,0.01737242128121607
4158911,Non-rheumatic heart valve disorder,57,0.030944625407166124
318448,Second degree atrioventricular block,34,0.018458197611292075
4295336,Left anterior fascicular block,58,0.031487513572204126
4250169,Bifascicular block,38,0.02062975027144408
4154290,Paroxysmal atrial fibrillation,140,0.07600434310532031
4232697,Persistent atrial fibrillation,57,0.030944625407166124
45768480,Longstanding persistent atrial fibrillation,13,0.007057546145494028
4141360,Chronic atrial fibrillation,72,0.03908794788273615
36714994,Typical atrial flutter,19,0.01031487513572204
437894,Ventricular fibrillation,16,0.008686210640608035
4115173,Atrial premature complex,134,0.0727470141150923
4237062,Mural thrombus of heart,16,0.008686210640608035
314383,Myocarditis,16,0.008686210640608035
40479589,Takotsubo cardiomyopathy,12,0.006514657980456026
4148906,Spontaneous subarachnoid hemorrhage,15,0.008143322475570033
43530727,Spontaneous cerebral hemorrhage,23,0.01248642779587405
45772786,Cerebral infarction due to embolism of middle cerebral artery,10,0.0054288816503800215
4288310,Carotid artery obstruction,36,0.019543973941368076
372924,Cerebral artery occlusion,10,0.0054288816503800215
316437,Cerebral atherosclerosis,15,0.008143322475570033
43530742,Paralytic syndrome on one side of the body as late effect of cerebrovascular accident,20,0.010857763300760043
37110250,Atherosclerosis of artery of lower limb,31,0.016829533116178068
36717006,Intermittent claudication of bilateral lower limbs co-occurrent and due to atherosclerosis,12,0.006514657980456026
197304,Ulcer of lower extremity,10,0.0054288816503800215
441051,Thoracic aortic aneurysm without rupture,39,0.021172638436482084
321314,Abdominal aortic aneurysm without rupture,23,0.01248642779587405
312337,Arterial embolus and thrombosis,11,0.005971769815418024
36717267,Ectasia of thoracic aorta,28,0.01520086862106406
40481089,Embolism from thrombosis of vein of lower extremity,39,0.021172638436482084
40488439,Abnormality of systemic vein,21,0.011400651465798045
40480453,Disorder of vein of lower extremity,21,0.011400651465798045
44782760,Acute thrombosis of superficial vein of upper extremity,28,0.01520086862106406
44782751,Acute deep venous thrombosis of axillary vein,16,0.008686210640608035
318169,Varicose veins of lower extremity,12,0.006514657980456026
22340,Esophageal varices without bleeding,14,0.00760043431053203
4109883,"Esophageal varices without bleeding, associated with another disorder",10,0.0054288816503800215
4237824,Gastric varices,10,0.0054288816503800215
317003,Compression of vein,23,0.01248642779587405
4234997,Disorder of vein,13,0.007057546145494028
43022062,Cardiovascular system complication of procedure,26,0.014115092290988056
141323,Acute maxillary sinusitis,26,0.014115092290988056
3661408,Pneumonia caused by SARS-CoV-2,21,0.011400651465798045
4133224,Lobar pneumonia,34,0.018458197611292075
4280726,Seasonal allergic rhinitis,30,0.016286644951140065
259848,Chronic rhinitis,30,0.016286644951140065
4230641,Chronic pansinusitis,18,0.009771986970684038
261599,Vocal cord paralysis,17,0.009229098805646038
254669,Disorder of vocal cord,11,0.005971769815418024
255841,Chronic bronchitis,26,0.014115092290988056
4286497,Centriacinar emphysema,13,0.007057546145494028
257004,Acute exacerbation of chronic obstructive airways disease,32,0.01737242128121607
4146581,Mild intermittent asthma,43,0.023344191096634093
4138760,Exacerbation of intermittent asthma,16,0.008686210640608035
45768963,Uncomplicated mild persistent asthma,15,0.008143322475570033
45768964,Uncomplicated moderate persistent asthma,18,0.009771986970684038
257581,Acute asthma,24,0.013029315960912053
45768910,Uncomplicated asthma,144,0.0781758957654723
4195694,Acute respiratory distress syndrome,20,0.010857763300760043
4197819,Fibrosis of lung,32,0.01737242128121607
4119786,Interstitial lung disease,38,0.02062975027144408
4050884,Pleural plaque,13,0.007057546145494028
4135466,Hemothorax,17,0.009229098805646038
46271075,Acute hypoxemic respiratory failure,99,0.05374592833876222
46273719,Acute hypercapnic respiratory failure,31,0.016829533116178068
4177862,Chronic hypoxemic respiratory failure,33,0.017915309446254073
4140438,Chronic hypercapnic respiratory failure,16,0.008686210640608035
37016114,Acute on chronic hypoxemic respiratory failure,49,0.026601520086862108
36716978,Acute on chronic hypercapnic respiratory failure,18,0.009771986970684038
37395564,Hypoxemic respiratory failure,10,0.0054288816503800215
260131,Disorder of bronchus,37,0.02008686210640608
4057432,Mediastinal emphysema,19,0.01031487513572204
133228,Dental caries,22,0.011943539630836048
4025325,Periapical abscess,34,0.018458197611292075
134398,Periodontal disease,10,0.0054288816503800215
27587,Disturbance of salivary secretion,12,0.006514657980456026
37016130,Lesion of oral mucosa,24,0.013029315960912053
4224926,Obstruction of esophagus,16,0.008686210640608035
134681,Diffuse spasm of esophagus,20,0.010857763300760043
4248429,Gastric ulcer without hemorrhage AND without perforation,30,0.016286644951140065
4198381,Ulcer of duodenum,14,0.00760043431053203
199866,Acute gastritis,15,0.008143322475570033
4225273,Chronic gastritis,56,0.03040173724212812
433516,Duodenitis,23,0.01248642779587405
4303233,Gastric polyp,20,0.010857763300760043
4310400,Acute appendicitis,10,0.0054288816503800215
4134603,Vascular disorder of intestine,13,0.007057546145494028
4164898,Diverticulosis of large intestine without diverticulitis,91,0.0494028230184582
4260535,Diverticulitis of large intestine,14,0.00760043431053203
4266809,Diverticular disease,35,0.019001085776330078
4057826,Irritable bowel syndrome with diarrhea,12,0.006514657980456026
79061,Slow transit constipation,15,0.008143322475570033
201905,Constipation by outlet obstruction,13,0.007057546145494028
4216644,Rectal polyp,13,0.007057546145494028
196160,Fistula of intestine,15,0.008143322475570033
4285898,Polyp of colon,57,0.030944625407166124
197006,Residual hemorrhoidal skin tags,35,0.019001085776330078
194690,Nontraumatic hemoperitoneum,14,0.00760043431053203
46269816,Ascites due to alcoholic cirrhosis,12,0.006514657980456026
4055224,Toxic liver disease,10,0.0054288816503800215
4245975,Hepatic failure,53,0.028773072747014114
4340390,Chronic hepatic failure,17,0.009229098805646038
40484532,Nonalcoholic steatohepatitis,17,0.009229098805646038
4059290,Steatosis of liver,89,0.048317046688382194
200451,Chronic passive congestion of liver,17,0.009229098805646038
196726,Gallbladder calculus with acute cholecystitis and no obstruction,11,0.005971769815418024
443785,Calculus of gallbladder with cholecystitis,10,0.0054288816503800215
196456,Gallstone,61,0.03311617806731813
4284982,Calculus of bile duct without obstruction,12,0.006514657980456026
4151134,Cyst of pancreas,15,0.008143322475570033
4008556,Pseudocyst of pancreas,12,0.006514657980456026
4186463,Exocrine pancreatic insufficiency,21,0.011400651465798045
4308835,Postoperative hematoma formation,17,0.009229098805646038
4103703,Melena,69,0.03745928338762215
4201745,Disorder of digestive system,135,0.0732899022801303
4214610,Abscess of abdominal wall,12,0.006514657980456026
4137468,Abscess of skin and/or subcutaneous tissue,20,0.010857763300760043
4320944,Cellulitis of toe,14,0.00760043431053203
759853,Cellulitis of right lower limb,25,0.013572204125950055
759852,Cellulitis of left lower limb,16,0.008686210640608035
435613,Cellulitis,39,0.021172638436482084
4064036,Generalized skin eruption caused by drug and medicament,20,0.010857763300760043
4204991,Lichen simplex chronicus,10,0.0054288816503800215
135618,Pruritic rash,79,0.04288816503800217
4242574,Intertrigo,20,0.010857763300760043
4061844,Skin changes due to chronic exposure to non-ionizing radiation,16,0.008686210640608035
139099,Ingrowing nail,13,0.007057546145494028
4031164,Non-scarring alopecia,32,0.01737242128121607
4227594,Acne vulgaris,20,0.010857763300760043
4170770,Epidermoid cyst,18,0.009771986970684038
137351,Epidermoid cyst of skin,11,0.005971769815418024
4065364,Follicular cysts of skin and subcutaneous tissue,11,0.005971769815418024
4172432,Hyperpigmentation of skin,35,0.019001085776330078
4185471,Disorder of pigmentation,15,0.008143322475570033
4067069,Callosity,18,0.009771986970684038
4228361,Asteatosis cutis,35,0.019001085776330078
141375,Hypertrophic condition of skin,38,0.02062975027144408
4025938,Pressure ulcer of sacral region,17,0.009229098805646038
135340,Pressure ulcer stage 3,12,0.006514657980456026
200485,Pressure ulcer of buttock,11,0.005971769815418024
134118,Atrophic condition of skin,13,0.007057546145494028
4058388,Hypertrophic scar,17,0.009229098805646038
4181965,Chronic ulcer of foot,24,0.013029315960912053
46269757,Chronic ulcer of skin of lower leg,12,0.006514657980456026
134441,Chronic ulcer of skin,30,0.016286644951140065
4153359,Arthritis of spine,11,0.005971769815418024
4083556,Seronegative rheumatoid arthritis,12,0.006514657980456026
4084229,Primary gout,21,0.011400651465798045
4079749,Osteoarthritis of hip,66,0.035830618892508145
4242103,Osteoarthrosis of the carpometacarpal joint of the thumb,19,0.01031487513572204
75036,"Localized, primary osteoarthritis of the hand",20,0.010857763300760043
46272380,Chronic gout without tophus,17,0.009229098805646038
4264617,Foot-drop,14,0.00760043431053203
4042501,Disorder of hip,11,0.005971769815418024
4117713,Ankle joint effusion,15,0.008143322475570033
4170554,Hip pain,150,0.08143322475570032
601622,Pain of left knee region,129,0.07003257328990228
604801,Pain of knee region,43,0.023344191096634093
45757591,Osteophyte of bone,35,0.019001085776330078
4134443,Disorder of knee,10,0.0054288816503800215
4177851,Disorder of hip joint,13,0.007057546145494028
253549,Disorder of connective tissue,11,0.005971769815418024
4069935,Idiopathic scoliosis,10,0.0054288816503800215
36713107,Lumbar spondylolisthesis,32,0.01737242128121607
4208390,Inflammation of sacroiliac joint,12,0.006514657980456026
608180,Radiculopathy due to cervical spondylosis,10,0.0054288816503800215
4346975,Lumbar spondylosis,57,0.030944625407166124
77079,Spinal stenosis,23,0.01248642779587405
321661,Spinal stenosis of thoracic region,15,0.008143322475570033
4119307,Neurogenic claudication,30,0.016286644951140065
4152592,Lumbosacral stenosis,17,0.009229098805646038
4204781,Collapse of lumbar vertebra,12,0.006514657980456026
40483292,Displacement of cervical intervertebral disc,13,0.007057546145494028
141104,Intervertebral disc disorder of lumbar region with myelopathy,23,0.01248642779587405
4068482,Prolapsed lumbar intervertebral disc,36,0.019543973941368076
443769,Degeneration of lumbar intervertebral disc,49,0.026601520086862108
74132,Degeneration of lumbosacral intervertebral disc,21,0.011400651465798045
4216397,Nerve root disorder,28,0.01520086862106406
137548,Cervical radiculopathy,38,0.02062975027144408
4134121,Lumbar radiculopathy,63,0.03420195439739414
4001450,Lumbago with sciatica,61,0.03311617806731813
4216083,Cervico-occipital neuralgia,10,0.0054288816503800215
4002818,Spasm of back muscles,11,0.005971769815418024
140821,Spasm,79,0.04288816503800217
74728,Synovitis and tenosynovitis,33,0.017915309446254073
4244662,Disorder of musculoskeletal system,51,0.02768729641693811
4297894,Greater trochanteric pain syndrome,25,0.013572204125950055
4347174,Synovial cyst of knee,20,0.010857763300760043
134460,Plantar fascial fibromatosis,27,0.014657980456026058
4172970,Nontraumatic rotator cuff tear,27,0.014657980456026058
4344500,Impingement syndrome of shoulder region,21,0.011400651465798045
373852,Neuralgia,41,0.02225841476655809
4115170,Pain in right arm,35,0.019001085776330078
4115169,Pain in left arm,42,0.02280130293159609
4115171,Pain in right lower limb,79,0.04288816503800217
762296,Pain in right hand,36,0.019543973941368076
4204199,Hand pain,34,0.018458197611292075
4302739,Thigh pain,24,0.013029315960912053
762294,Pain in right foot,67,0.03637350705754615
765131,Pain in left foot,66,0.035830618892508145
4111231,Pain in toe,31,0.016829533116178068
600858,Nontraumatic hematoma of soft tissue,11,0.005971769815418024
444211,Disorder of thigh,18,0.009771986970684038
72986,Disorder of lower leg,11,0.005971769815418024
135350,Acute osteomyelitis of ankle and/or foot,11,0.005971769815418024
134735,Chronic osteomyelitis,10,0.0054288816503800215
132412,Post-laminectomy syndrome,13,0.007057546145494028
4280571,Acute pyelonephritis,16,0.008686210640608035
42537304,Hydronephrosis due to calculus of kidney and ureter,15,0.008143322475570033
199065,Stricture of ureter,16,0.008686210640608035
194406,Urinary tract obstruction,30,0.016286644951140065
45763854,Chronic kidney disease stage 3A,38,0.02062975027144408
45763855,Chronic kidney disease stage 3B,22,0.011943539630836048
37018854,Hematuria co-occurrent and due to acute cystitis,25,0.013572204125950055
37206607,Overactive bladder,23,0.01248642779587405
198803,Benign prostatic hyperplasia,88,0.04777415852334419
196734,Disorder of prostate,12,0.006514657980456026
196738,Disorder of male genital organ,32,0.01737242128121607
3655355,Erectile dysfunction,37,0.02008686210640608
79072,Inflammatory disorder of breast,12,0.006514657980456026
765053,Lump in right breast,15,0.008143322475570033
73819,Pain of breast,31,0.016829533116178068
45757371,Deformity of reconstructed breast,11,0.005971769815418024
4268895,Female pelvic peritoneal adhesions,17,0.009229098805646038
4081648,Acute vaginitis,20,0.010857763300760043
4311159,Midline cystocele,14,0.00760043431053203
195867,Noninflammatory disorder of the vagina,51,0.02768729641693811
195603,Vulval and/or perineal noninflammatory disorders,12,0.006514657980456026
443800,Amenorrhea,28,0.01520086862106406
197607,Excessive and frequent menstruation,17,0.009229098805646038
4169954,Genitourinary tract hemorrhage,44,0.023887079261672096
194696,Dysmenorrhea,15,0.008143322475570033
200452,Disorder of female genital organs,34,0.018458197611292075
439082,Menopausal syndrome,21,0.011400651465798045
4084768,Uncertain viability of pregnancy,11,0.005971769815418024
4053583,Disorder of placenta,18,0.009771986970684038
45757113,False labor before 37 completed weeks of gestation,13,0.007057546145494028
4169095,Bradycardia,115,0.06243213897937025
4262562,Abnormal heart beat,39,0.021172638436482084
4096682,Bleeding from nose,46,0.0249728555917481
4195384,Chronic cough,10,0.0054288816503800215
194475,Hiccoughs,17,0.009229098805646038
4248728,Snoring,23,0.01248642779587405
4195085,Nasal congestion,47,0.025515743756786103
4306292,Upper abdominal pain,31,0.016829533116178068
4147829,Pain in pelvis,57,0.030944625407166124
40481920,Periumbilical pain,40,0.021715526601520086
440530,Oropharyngeal dysphagia,23,0.01248642779587405
45757559,Pharyngeal dysphagia,12,0.006514657980456026
4091513,Passing flatus,13,0.007057546145494028
4338120,Altered bowel function,12,0.006514657980456026
4093347,Stool finding,58,0.031487513572204126
4302537,Digestive system finding,20,0.010857763300760043
4155909,Anesthesia of skin,99,0.05374592833876222
4236484,Paresthesia,74,0.04017372421281216
137682,Skin sensation disturbance,23,0.01248642779587405
4042836,Disorder of head,37,0.02008686210640608
4166125,"Localized swelling, mass and lump, neck",30,0.016286644951140065
4168701,"Localized swelling, mass and lump, upper limb",22,0.011943539630836048
4171919,"Localized swelling, mass and lump, lower limb",34,0.018458197611292075
140842,Changes in skin texture,23,0.01248642779587405
141960,Skin finding,22,0.011943539630836048
36714126,Difficulty walking,38,0.02062975027144408
4092743,Unsteady when standing,37,0.02008686210640608
4059015,Falls,31,0.016829533116178068
443200,Nervous system symptoms,18,0.009771986970684038
135930,Musculoskeletal finding,79,0.04288816503800217
4101362,Finding of urine output,27,0.014657980456026058
200843,Finding of frequency of urination,81,0.043973941368078175
4041285,Urogenital finding,22,0.011943539630836048
4304798,Glasgow coma scale finding,10,0.0054288816503800215
4268911,Disorientated,84,0.04560260586319218
4254485,Finding related to attentiveness,39,0.021172638436482084
433031,Hallucinations,14,0.00760043431053203
4273391,Suicidal thoughts,32,0.01737242128121607
4025215,Emotional state finding,21,0.011400651465798045
4125590,Slurred speech,12,0.006514657980456026
43530637,Postprocedural fever,23,0.01248642779587405
4090207,Senile asthenia,18,0.009771986970684038
372448,Loss of consciousness,111,0.06026058631921824
4165998,Generalized enlarged lymph nodes,32,0.01737242128121607
4155910,"Edema, generalized",28,0.01520086862106406
36712860,Non-infectious systemic inflammatory response syndrome without acute organ failure,33,0.017915309446254073
4226991,Xerostomia,15,0.008143322475570033
4041283,General finding of observation of patient,67,0.03637350705754615
4013526,ESR raised,10,0.0054288816503800215
37018196,Prediabetes,116,0.06297502714440825
4166144,Abnormal level of blood mineral,12,0.006514657980456026
4306267,Coag./bleeding tests abnormal,78,0.04234527687296417
4265485,Bacteriuria,18,0.009771986970684038
4009585,Abnormal urine,37,0.02008686210640608
40484908,Imaging of brain abnormal,27,0.014657980456026058
45757639,Mammographic microcalcification of breast,10,0.0054288816503800215
44783760,Mammographic calcification of breast,15,0.008143322475570033
440529,Abnormal findings on diagnostic imaging of urinary organs,12,0.006514657980456026
4256761,Imaging result abnormal,45,0.024429967426710098
441969,Radiology result abnormal,48,0.026058631921824105
4168553,Electroencephalogram abnormal,38,0.02062975027144408
432451,Abnormal results function studies of central nervous system,20,0.010857763300760043
443702,Abnormal response to nerve stimulation,13,0.007057546145494028
4331284,Contusion of scalp,23,0.01248642779587405
42536696,Contusion of head,11,0.005971769815418024
4307254,Closed fracture,14,0.00760043431053203
378001,Concussion with no loss of consciousness,11,0.005971769815418024
4168796,Muscle strain,22,0.011943539630836048
24818,Injury of neck,28,0.01520086862106406
75941,Closed fracture of one rib,24,0.013029315960912053
4128914,Fracture of multiple ribs,10,0.0054288816503800215
4234083,Traumatic pneumothorax,14,0.00760043431053203
4094683,Chest injury,34,0.018458197611292075
4151985,Lower back injury,16,0.008686210640608035
200588,Injury of abdomen,15,0.008143322475570033
4048512,Sprain of upper extremity,12,0.006514657980456026
4056717,Injury of muscle and tendon at hip and thigh level,11,0.005971769815418024
40483134,Strain of muscle and/or tendon of thigh,10,0.0054288816503800215
4053604,Open wound of lower leg,18,0.009771986970684038
444131,Injury of lower leg,24,0.013029315960912053
4054067,Open wound of foot,14,0.00760043431053203
444130,Injury of foot,18,0.009771986970684038
432795,Traumatic or non-traumatic injury,90,0.048859934853420196
4094822,Foreign body in respiratory tract,18,0.009771986970684038
37205080,Disorder due to and following drug poisoning,22,0.011943539630836048
436581,Accidental poisoning,44,0.023887079261672096
435119,Late effect of injury,21,0.011400651465798045
432791,Angioedema,11,0.005971769815418024
42537043,CLABSI - central line associated bloodstream infection,10,0.0054288816503800215
200618,Postoperative shock,11,0.005971769815418024
4300243,Postoperative complication,12,0.006514657980456026
4008710,"Stenosis due to any device, implant AND/OR graft",23,0.01248642779587405
4085586,"Thrombus due to any device, implant AND/OR graft",32,0.01737242128121607
4308394,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system",14,0.00760043431053203
4308696,Pain due to internal prosthetic device,15,0.008143322475570033
4207623,Lung transplant rejection,13,0.007057546145494028
440005,Complication of medical care,16,0.008686210640608035
4160859,Methicillin resistant Staphylococcus aureus carrier,20,0.010857763300760043
42537745,Bone marrow transplant present,27,0.014657980456026058
42537741,Transplant present,54,0.029315960912052116
36715792,Acquired absence of breast,22,0.011943539630836048
42537729,Aortocoronary bypass graft present,97,0.05266015200868621
435988,"Motor vehicle accident, driver",11,0.005971769815418024
441840,Clinical finding,45,0.024429967426710098
4079499,Convalescence after radiotherapy,12,0.006514657980456026
4167696,Estrogen receptor positive tumor,15,0.008143322475570033
434547,Complication of surgical procedure,135,0.0732899022801303
440933,Effects of accidental exposure to external cause,35,0.019001085776330078
4280828,Infectious disease carrier,15,0.008143322475570033
4132434,"Gestation period, 8 weeks",29,0.015743756786102063
433864,"Gestation period, 31 weeks",22,0.011943539630836048
4107655,Finding relating to psychosocial functioning,15,0.008143322475570033
46286594,Problem related to lifestyle,25,0.013572204125950055
4310235,Reduced mobility,36,0.019543973941368076
4128329,Menopause present,78,0.04234527687296417
4093531,Absence of toe,11,0.005971769815418024
